Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized)
u3772,-0.60201,0.989798,3.52392,1.20391,-1.40187,1.23572,0.962744,0.551145
u3773,0.70515,0.770107,0.273728,2.15844,3.14698,-1.3676,-0.0635739,-0.035073
u3774,-0.525515,-0.636158,0.356124,0.131072,-0.141166,-0.477441,0.0375675,-0.424138
u3775,-1.59191,0.427008,-0.901771,-0.127573,0.577552,-0.12777,0.214409,-0.053679
u3776,0.686698,0.897941,-1.39854,0.149842,-1.44439,-0.428764,-1.6119,-1.0088
u3777,-0.723892,0.698298,-0.578386,-0.586851,0.241629,-0.966411,-0.253262,0.307267
u3778,-1.13388,-0.690947,0.0163811,-0.129148,-0.0805823,0.233745,-0.319111,-0.433142
u3779,1.67502,1.09289,2.207,2.12087,-1.61336,0.299179,0.0955846,0.976637
u378,1.6209,-1.09664,0.145234,-0.594758,-0.274422,0.249644,0.133463,-0.36516
u3780,-1.39819,-0.43218,-0.0591344,0.276248,-0.298251,-0.118781,-0.344934,0.33066
u3781,-0.84219,0.287965,-0.292415,0.22892,-0.215379,-0.197781,-0.162984,0.50438
u3782,-0.0532787,-0.827697,-0.155473,0.560245,-0.247639,-0.328166,0.899104,-0.0337816
u3783,0.682212,0.467818,-0.451495,-0.124496,-0.345495,-1.3527,0.145081,1.26251
u3784,0.963871,1.24952,-0.312838,1.04795,0.413614,1.15647,1.49694,1.27507
u3785,1.86179,1.77407,-0.157853,0.813664,0.390183,1.09733,-0.869912,1.66701
u3786,-0.50732,-0.653204,-0.0560103,-0.0798657,0.124044,-0.0934026,-0.448132,-0.264292
u3787,0.332827,-0.537156,-0.0488403,0.177727,-0.581794,-0.622796,0.33879,0.849205
u3788,-0.23019,0.412358,-0.612066,0.274028,-0.679487,-0.102551,0.37457,-0.562684
u3789,0.385099,-1.08184,0.0364352,0.174042,0.402761,0.416463,0.0908777,-0.12028
u379,0.995428,-1.41571,0.311227,0.0578615,0.242832,0.134555,0.696967,-0.239851
u3790,0.0592599,-0.917532,0.733088,-0.40898,-0.0154343,-0.0528604,1.2198,1.18102
u3791,0.73726,-0.78331,-0.00139275,-0.282121,-0.0907832,1.07331,0.164794,0.280926
u3792,0.292675,-0.670409,1.076,-0.42037,-1.5989,-1.39289,-0.419512,0.612284
u3793,-0.674869,0.367258,-0.23725,-0.574738,-1.89868,0.138351,-1.70225,-0.261699
u3794,-0.421088,-0.478799,-0.417029,0.238781,-0.323357,-0.113988,-0.451694,0.551086
u3795,-0.791193,1.35565,2.18535,-0.884658,-0.110078,0.540724,-0.364951,0.201065
u3796,0.228837,-0.470021,-0.70463,0.317451,0.120122,0.144716,0.0260271,-0.10731
u3797,-0.0765386,0.616431,-0.986555,0.0123683,0.452382,-0.746847,0.0989057,-0.552556
u3798,0.0865446,0.657786,-0.151139,-0.429783,0.4773,-0.500605,-0.229321,0.285319
u3799,-0.325263,-0.631154,0.174924,0.169896,-0.320912,0.192505,0.532281,0.104232
u38,0.536022,-0.0794136,-0.888911,-0.30105,-0.389595,0.767487,0.0090604,0.246672
u380,-0.591305,-0.24026,0.510075,-0.902728,0.222533,-1.01219,-0.723257,0.0026772
u3800,0.512598,0.420904,-0.159985,0.309818,0.39201,0.665969,1.5629,-0.252512
u3801,-0.554587,-0.628001,-0.101381,-0.0337383,0.498982,0.170076,-0.285401,-1.14833
u3802,-0.135105,-0.263197,-0.17554,1.3429,0.221597,-1.27478,1.24546,0.536239
u3803,-0.573276,-0.320346,-0.160012,-0.172074,-0.432639,-0.191641,-0.681786,-0.418421
u3804,-0.620299,-0.594288,-0.429182,0.311507,0.230766,0.136036,0.148198,-0.466733
u3805,0.488098,-0.630385,-0.392214,0.00436099,0.197731,0.22614,-0.230197,-0.808466
u3806,-0.386347,-0.73469,-0.115039,-0.0247417,-0.197923,0.32387,0.0377689,-0.410308
u3807,-1.52226,1.6612,-1.4796,-0.133905,0.207887,0.407865,-0.320278,-0.440363
u3808,0.18846,-0.202675,-0.880734,-0.588828,-0.444982,-0.233073,0.218067,-0.325652
u3809,0.690304,-0.993482,-0.00314175,-0.173599,0.220733,0.379793,0.197156,-0.335244
u381,-1.34387,-0.84475,0.0752029,0.322874,0.303974,0.160902,-0.153623,0.198701
u3810,0.831843,0.605969,0.580418,-0.242189,-2.84213,-2.15911,1.43575,-1.13077
u3811,0.160657,-1.06071,0.0725177,-0.105275,-0.750639,-0.671587,0.258138,-0.37479
u3812,0.481974,-0.526988,-0.414758,-0.24938,0.148444,0.471627,-0.267708,-0.667635
u3813,0.716657,0.0552611,-0.491331,0.206636,0.7247,-0.500306,0.718582,0.0446742
u3814,-1.68216,0.147775,-0.538601,-0.0882319,-0.154004,0.830906,0.00219168,0.174219
u3815,0.674335,-0.469546,-0.144307,-0.245539,0.433115,0.94426,0.489942,0.262641
u3816,-0.552072,-0.865129,0.0599619,-0.1543,0.231368,0.379825,-0.0165523,-0.44679
u3817,0.72191,-0.501267,-0.922567,0.466429,0.247782,-0.397344,0.198969,-0.247911
u3818,-0.529623,-0.6524,-0.144436,0.0730549,0.367181,0.429468,0.0128302,0.10326
u3819,1.6644,-0.990282,-0.120436,-0.86868,-0.605395,0.101633,-0.367272,-0.831508
u382,0.647034,-1.04021,-0.0581258,-0.43438,0.155328,-0.0161405,-0.574958,-0.568755
u3820,0.876908,-0.938606,0.0264717,0.301287,-0.965192,-1.19971,-0.314299,0.500803
u3821,0.977729,-0.354292,-0.0349342,-0.367572,-0.156949,-0.0547504,0.651743,-0.0646991
u3822,-1.95814,1.25864,0.427146,-0.317518,0.316352,-0.177339,1.32672,-2.78241
u3823,0.896017,-0.262598,-0.804432,-0.54658,0.367036,-0.323349,0.0177787,-0.636794
u3824,1.00479,-0.786252,-0.172853,-0.208867,-0.0563418,-0.174742,-0.450121,-0.0683122
u3825,0.184701,-0.547214,-0.378546,-0.313488,-0.195912,0.954371,0.280072,-0.667448
u3826,-0.198226,-0.944768,0.0204645,-0.0749713,0.0628967,0.388944,-0.11963,-0.252042
u3827,0.0517063,-0.7754,0.308655,0.154066,-0.828343,0.321687,-0.156928,0.300879
u3828,-0.173855,-0.204536,-0.183143,0.495689,-1.34202,0.125207,-0.309569,-0.142227
u3829,0.831245,-1.06742,-0.207354,0.263373,-0.49236,-0.043,0.868677,-0.545403
u383,-1.03848,-0.410663,-0.506101,0.0982192,-0.0943925,-0.381836,-0.281205,0.750547
u3830,0.287038,-0.080469,-0.195646,-0.420127,-0.938302,-0.856434,-0.243103,-1.04241
u3831,-0.00676566,-0.858483,-0.0533792,0.517432,0.00270489,-0.116377,-0.0773372,-1.07572
u3832,-0.315115,-0.807109,0.0157158,-0.422942,0.658427,0.255371,0.084384,-0.00120916
u3833,-0.155215,-0.729765,0.446832,0.021198,0.455668,0.899929,-0.282523,-1.04027
u3834,1.19454,-0.0672893,-0.330066,-1.03428,0.312434,1.19946,-1.37948,0.239909
u3835,-1.51492,1.81631,2.17447,-1.20513,-0.585329,-0.910217,1.12274,0.400573
u3836,0.260082,-1.01651,0.0511261,-0.608664,-0.116982,0.652332,0.137928,0.00926166
u3837,-1.28479,0.255217,0.578321,-0.462707,-0.749441,-0.208163,1.42387,-0.37818
u3838,0.270852,-0.239683,-0.911959,-0.00497364,0.766961,0.251849,0.0284264,-0.199048
u3839,0.177917,-0.214194,-0.603002,2.64672,0.192161,-0.156398,0.976358,-0.852367
u384,0.339794,-0.714069,-0.143674,-0.159987,0.599923,0.238387,0.276648,-0.706031
u3840,0.0799345,-0.991294,0.833441,-0.637879,0.457441,0.414433,0.325924,-0.519327
u3841,0.442753,-1.2025,0.245442,-0.0329883,0.390656,0.0934768,0.337869,-0.187016
u3842,2.31734,0.22737,0.371634,0.500127,2.69916,-0.0129778,0.792768,-2.14601
u3843,0.523877,-0.813135,-0.147966,0.205556,0.916432,0.443196,0.366579,0.185076
u3844,-1.08123,-0.495073,0.216851,-0.298917,-0.208537,0.0335701,0.408446,-0.534824
u3845,0.0873537,-0.262476,-0.758601,0.237181,0.634545,-0.014424,0.307501,0.297913
u3846,-0.755212,1.86136,0.64403,-0.660111,0.924454,0.671509,-3.10742,-1.18075
u3847,1.86985,0.585507,0.0718319,-2.01504,2.69704,2.84369,0.121246,-5.21531
u3848,0.621059,-0.142872,-0.877834,0.397858,0.0259449,-0.210057,0.68122,-0.37163
u3849,1.08989,1.11674,3.09123,1.44829,-0.508323,3.45378,5.26908,-1.34724
u385,-0.542784,-0.681249,-0.129328,-0.014793,0.35319,0.142458,-0.139806,-0.447303
u3850,-0.675498,0.0997436,-0.10988,0.267399,-0.810438,0.443355,0.219043,-0.307688
u3851,0.452522,-1.23932,0.538776,-0.00159575,0.177021,0.216861,0.100825,0.188302
u3852,-0.243904,-0.694895,-0.0736606,-0.0407664,-0.102479,0.741577,0.308533,-0.521008
u3853,0.103197,-0.295329,-0.373136,-0.36491,-0.224742,0.0375587,-1.64422,0.416084
u3854,0.451086,2.32365,0.209463,-1.36705,0.708584,-3.37602,1.12467,-0.239577
u3855,-0.295375,0.155597,-0.782478,0.33946,-0.188033,1.04591,0.914652,1.74736
u3856,-1.28317,2.90864,0.258199,-0.531788,1.04133,-1.73028,1.52346,-0.125278
u3857,1.87901,-0.966487,-0.000366348,0.301672,1.00643,0.286729,0.0969322,-0.771708
u3858,-2.37227,-0.346788,0.0421415,-0.0183094,-0.415979,-0.395795,-0.370336,-0.139217
u3859,0.95931,-1.18726,0.0689467,0.194918,0.315612,0.0645351,0.343493,-0.251658
u386,-1.50608,-0.197209,-0.171999,0.220033,-0.238489,0.137026,-0.214958,0.204014
u3860,-0.0172038,0.493036,0.0330751,0.518432,0.0339943,-2.21093,0.376446,0.702834
u3861,0.847342,-1.39249,0.486778,0.0806185,0.221601,0.104658,0.250634,-0.735608
u3862,1.05417,-1.00079,0.09369,0.592376,0.667492,-0.106147,-0.405456,-0.820131
u3863,0.690396,-0.839067,-0.0449883,0.235154,0.258337,0.788072,-0.023759,-0.255163
u3864,0.47563,-0.713065,-0.273354,-0.313344,0.676626,0.323213,0.386944,0.38
u3865,1.44579,-0.441054,-0.611958,0.17087,-0.464983,-0.299903,-0.982881,0.285723
u3866,-1.12253,0.249334,-0.66961,-0.120504,-0.469106,0.291693,0.202519,0.481739
u3867,0.788073,-1.26951,0.230259,-0.199201,0.246788,0.321812,0.139257,-0.382351
u3868,-0.126836,-0.602257,-0.226294,0.297943,-0.459847,0.248648,0.271164,-0.572387
u3869,-0.769886,-0.517675,0.890223,-1.43415,-0.884854,0.324112,-0.366828,1.17376
u387,-0.128815,0.216949,-0.379674,-1.24102,0.409504,0.0352218,0.164488,0.0184928
u3870,0.691876,-0.839298,0.519394,-0.156378,0.484397,-0.808653,-0.507727,-0.480807
u3871,0.0215044,-0.222527,-0.652522,0.0451978,0.888429,0.252286,0.046872,-0.0959095
u3872,-0.136671,1.77391,-2.35132,-0.656148,1.6028,-0.551259,-1.67191,0.689806
u3873,0.771877,-0.92517,0.0618344,0.109637,0.404101,0.140174,-0.099264,-0.36293
u3874,1.23472,-0.381003,-0.488727,-0.898139,-0.932801,0.612596,-0.941733,0.608685
u3875,-0.275977,-0.533407,-0.0950398,-0.388692,-0.0492704,-0.141736,0.35479,0.389001
u3876,1.25237,0.412822,-1.02425,-0.153541,0.9781,0.115682,0.333423,1.34319
u3877,-0.55694,-0.725519,0.134138,-0.496928,0.277046,0.537919,-0.133464,-0.738354
u3878,0.319714,-0.809082,-0.150015,0.136546,0.0524303,0.0443344,0.142304,0.124613
u3879,-1.95727,-0.316352,0.188924,0.563269,0.351375,-0.126889,0.0618927,-0.744775
u388,0.0729347,-0.199745,-0.625043,-0.173128,-0.306888,-1.09891,-0.398377,-0.736506
u3880,0.80303,1.17882,-1.86223,-0.433573,0.538515,-0.349076,-0.89195,0.182337
u3881,-0.433408,-0.865035,0.846532,0.42124,0.426602,0.39507,-0.179465,0.5544
u3882,-0.684812,0.342075,-0.405511,0.58753,-1.93205,0.0157313,0.274186,0.128347
u3883,-0.778894,-0.866894,0.248738,0.315125,-0.383263,-0.0548682,-0.33169,0.286445
u3884,0.702643,0.159581,-1.02281,-0.432233,-0.758093,-0.426573,0.0631757,0.767089
u3885,-0.445671,-0.519291,-0.362306,-0.269303,-0.135079,0.486173,-0.220239,-0.876685
u3886,-0.76523,-0.386029,0.241178,-1.03059,-0.273034,-0.458927,-1.42289,1.07734
u3887,1.09022,-0.261161,-0.836857,0.0056397,0.758447,0.371148,0.0795726,-0.073676
u3888,0.988514,-0.90021,0.42125,0.227856,0.476232,0.465583,0.252588,0.211664
u3889,-0.391146,-0.654099,-0.0102363,-0.0044577,0.415979,0.211944,0.019873,-0.169477
u389,0.125498,-0.485118,-0.261185,-0.266608,0.472759,0.952955,0.0491359,-0.46784
u3890,1.02269,-1.12018,0.38985,0.118785,0.479301,-0.586739,0.824177,0.190572
u3891,-0.302273,-0.126259,-0.369135,-0.0521504,-0.46424,1.094,0.157255,0.639639
u3892,-1.53331,-0.687402,0.0873576,-0.306059,-0.466371,0.0409684,0.330869,-0.316437
u3893,0.605274,-0.906412,0.456411,-0.388739,-0.00855822,0.765794,-0.470451,-0.601268
u3894,-0.846836,1.53343,0.631334,0.350738,1.68537,-1.90977,-0.303434,1.34149
u3895,0.0791863,-0.981901,0.17806,0.226692,0.416185,0.342867,-0.238974,-0.635667
u3896,-0.165308,-0.997723,0.514497,-0.317682,0.291357,0.549107,-0.344496,0.0387537
u3897,-1.51886,0.989729,2.10085,-0.0921579,1.35064,-0.702896,1.63608,0.593099
u3898,-0.404764,-0.892162,0.251887,0.212285,0.750514,0.139688,-0.0203363,0.232927
u3899,0.350946,-1.28756,0.228733,-0.278366,0.0952773,0.318426,0.0419875,-0.112685
u39,-0.888338,0.065342,-0.42646,0.281821,0.0809117,-0.0314224,0.806842,-0.287853
u390,0.221236,0.339282,-1.34498,-0.490474,0.235289,0.741415,-0.349576,-0.361929
u3900,-1.37291,0.256823,-0.47776,0.674846,0.883149,-0.392078,0.461316,0.0661001
u3901,-0.264901,1.15968,-1.19404,3.15605,0.532157,0.814883,-0.275636,-0.292903
u3902,-0.697227,-0.9908,0.146383,-0.142485,-0.212712,0.0846957,-0.18961,0.327499
u3903,-0.117801,1.45198,0.652591,0.757573,-0.0104972,0.157199,0.0731589,-1.26291
u3904,-0.232976,-0.581433,-0.274543,-0.103517,0.47681,0.607481,0.104985,-0.248388
u3905,0.652941,-0.600281,-0.464998,0.125068,1.18021,-0.258436,0.173571,0.0813337
u3906,-0.527418,-0.58981,0.148036,0.0770112,0.0198564,0.525461,0.740773,0.247737
u3907,0.598739,-0.960301,-0.194391,-0.571935,-0.0963469,-0.0577026,-0.454941,-0.197835
u3908,-0.079687,-0.106693,-0.399077,1.45311,0.214653,-0.557335,0.657481,-0.211093
u3909,-0.0793415,-1.09809,0.265371,-0.120995,0.112882,0.320003,-0.21749,-0.649566
u391,-0.79443,-0.502051,0.0760317,0.00995684,0.888267,0.825798,-0.0348665,-1.36801
u3910,0.472254,0.705394,-1.59467,-0.568647,1.03484,0.34067,-0.111179,0.587202
u3911,-1.06253,-0.88109,0.203657,-0.171039,-0.0789538,0.477134,0.297182,-0.203353
u3912,-0.62627,-0.231717,-0.106853,0.0398622,0.321488,-0.953059,-0.220708,0.0978188
u3913,-0.432092,-0.924528,-0.0153505,-0.0525172,0.0758963,0.26748,-0.136278,-0.207186
u3914,1.8908,-1.1283,-0.157516,-0.276996,0.306004,0.673326,-0.0397858,-0.119778
u3915,-0.106744,-0.378105,-0.4807,0.0404311,0.157103,0.5193,0.0540049,0.209104
u3916,-0.940702,1.31723,1.08349,0.355063,-1.01714,-0.971986,-2.30287,-2.33082
u3917,0.225382,-1.02316,0.395317,0.582605,0.4003,-0.478496,0.524863,-0.339913
u3918,0.560307,0.00755845,-0.462701,-0.201069,0.81989,0.235906,0.531606,0.739305
u3919,0.185705,-0.575284,-0.116359,-0.877452,0.773847,0.0625536,0.400877,0.275756
u392,-0.949999,-0.224588,-0.413863,0.0226859,0.251425,-0.637139,0.30559,-0.25495
u3920,-0.588018,-0.926875,0.118908,-0.105333,0.349285,-0.0287077,-0.0299541,0.336028
u3921,-0.142175,0.549699,-0.431571,0.259563,-0.927453,0.334494,0.152196,1.06066
u3922,-0.705873,0.291361,-0.861808,-0.264011,0.0288645,0.746818,-0.0387421,0.372987
u3923,0.29963,-0.171067,-0.995299,0.405567,0.119612,0.198667,0.299778,0.281284
u3924,-1.50219,0.484339,2.27512,-1.68795,0.336391,-1.72223,-1.11646,1.25557
u3925,-0.0971943,-0.161635,-0.767505,-0.122712,-0.432581,0.374826,0.832563,-0.614544
u3926,1.46123,1.9551,-3.09873,-0.965271,0.400989,-0.495639,0.0363651,-1.07965
u3927,0.0380061,-1.05748,0.15086,-0.254461,-0.0378329,0.171193,-0.0103691,-0.335964
u3928,0.749981,-0.468065,-0.699809,-0.6555,0.569746,-0.0513702,-0.309897,-0.354581
u3929,-0.180235,0.104036,-0.74607,0.281696,1.16177,-0.446748,0.391708,0.405508
u393,-0.570627,-0.271538,-0.37478,0.0360508,-0.68699,0.202498,0.350971,-0.533579
u3930,0.774904,-0.827396,-0.142033,-0.304821,0.273577,0.49651,0.508679,0.195554
u3931,-0.541932,-0.619187,-0.105162,0.185362,0.757378,0.251319,0.295377,0.0565135
u3932,-0.476489,-0.679945,-0.177402,-0.377512,0.269672,0.0736296,0.122802,0.2615
u3933,0.815027,0.0640118,-0.565766,0.33066,-0.36747,0.186636,0.669107,0.349215
u3934,0.868732,0.426702,1.4754,0.579778,-2.44923,-0.176413,-0.408013,1.67559
u3935,-0.17353,-0.471398,-0.255621,-0.355717,0.352625,1.06095,0.0320106,-0.568442
u3936,0.39039,-0.892343,-0.176693,0.126605,-0.890946,-0.374271,0.218335,-0.676825
u3937,1.30525,0.568439,0.301036,0.807322,1.59005,3.47933,-0.887431,-3.77719
u3938,-1.05032,-0.428007,0.059367,-0.379464,0.296853,0.71047,0.0702472,-1.12826
u3939,-0.272488,-0.0230361,-0.743548,0.107634,-0.355646,0.455961,0.543225,0.283922
u394,1.19474,-0.390095,0.154631,0.113667,0.5311,0.367219,0.192813,0.733131
u3940,-0.36,-0.369942,-0.436317,0.0331745,-0.0152956,-0.334426,0.713714,0.222261
u3941,-1.3772,-0.48465,0.176856,0.354597,0.468683,0.507214,0.0710642,-0.453062
u3942,1.08255,-0.206525,-0.952562,-1.3024,0.111191,0.464795,-0.602726,0.41171
u3943,-1.09889,-0.781079,0.164486,-0.154404,0.161582,0.109182,0.314715,-0.570499
u3944,-0.24816,0.388495,-1.05865,0.212994,-0.482708,0.299102,0.153001,-0.407598
u3945,-0.111343,-0.314578,0.186677,-0.45939,-1.34444,0.468772,-0.490092,-0.579976
u3946,-0.0637595,-0.433815,-0.448491,-0.228174,0.107934,-0.095336,0.247205,0.206029
u3947,0.441581,-0.930159,0.332044,0.111963,-0.204428,0.473966,0.532008,0.172448
u3948,0.49573,-0.656963,-0.585518,-0.136716,0.187722,-0.0704845,0.245528,-0.0316785
u3949,0.720012,-0.647732,0.217082,-1.10134,-0.376082,0.211384,1.04445,-0.57924
u395,-0.335095,-0.772451,0.2871,-0.0806602,0.13873,-0.662506,-0.1006,0.384464
u3950,1.06551,1.97472,1.55637,3.10936,-3.7437,0.353766,-1.66907,-0.251519
u3951,-0.587492,-0.888613,0.0845356,0.0806887,0.0806915,-0.0558206,-0.0848603,-0.253906
u3952,1.57687,-0.456805,-0.171936,-0.730784,-0.148903,-0.331872,0.654575,0.126376
u3953,-1.12067,-0.492693,-0.255854,-0.108555,0.414642,0.149639,-0.133422,-0.823727
u3954,-0.00940787,-0.878086,0.307984,0.20817,0.210049,-0.372076,0.206182,-0.48214
u3955,0.427183,-0.125502,2.03255,-0.13737,-0.754925,-1.14482,0.292154,0.991424
u3956,0.739113,-0.745556,-0.413265,-0.209375,0.324201,-0.398692,-0.527528,-0.212998
u3957,0.0718944,0.875471,-0.162672,0.322624,-0.541311,1.09258,0.00689821,1.9958
u3958,0.97215,-1.08445,-0.0031597,-0.359617,-0.0958156,-0.330987,-0.251055,-0.252025
u3959,1.33688,-1.12092,0.0485375,-0.156434,0.53626,0.364972,0.171973,-0.494317
u396,-0.292219,-0.957903,0.0421305,-0.105905,-0.159728,0.21522,-0.227217,0.258366
u3960,-0.196917,-1.14494,0.570681,-0.214707,0.183333,0.285856,-0.373622,-0.503365
u3961,0.910434,0.5195,-0.42749,1.42411,0.00751882,-1.46917,1.78263,-0.982669
u3962,0.178879,-0.604861,-0.244205,-0.0444014,0.016329,0.837406,0.207813,-0.376658
u3963,0.110504,-0.827464,0.084395,-0.125388,-0.478581,-0.286251,-0.00836326,-1.1106
u3964,-0.98525,-0.491089,-0.514729,0.11558,-0.0235472,0.161584,0.131267,0.0370506
u3965,0.0295092,-0.987427,0.222817,-0.292885,0.369313,0.269728,-0.617427,-0.608603
u3966,-1.41889,-0.418985,-0.0824094,-0.0510882,0.298375,0.702616,-0.275066,0.21594
u3967,-0.406358,-0.387891,-0.130451,-0.512926,-0.523493,-0.399959,-0.885521,-0.333054
u3968,0.783855,-0.105849,-0.956179,0.183777,1.09244,-0.00847144,0.0431526,0.60098
u3969,-0.702386,-0.745907,-0.0248815,-0.0155056,0.309714,0.0252418,-0.123585,-0.50609
u397,0.646634,-1.36219,0.457502,-0.0743017,0.370209,0.211761,0.467752,-0.292975
u3970,0.156389,-1.07369,0.595598,-0.633658,0.796626,0.411588,-0.127596,-0.278519
u3971,0.930604,-1.23934,0.199003,-0.065626,0.378167,0.180799,0.0255317,-0.372708
u3972,0.277517,0.304037,-0.814486,0.0353867,-0.111557,-1.60689,-0.437505,-0.898939
u3973,2.79751,0.718093,-1.5216,1.49699,0.305384,-1.32202,0.749747,1.08831
u3974,0.315392,-0.0106605,-0.584521,-0.647212,1.08349,0.384015,0.0426217,-0.446358
u3975,-0.207152,0.122254,-0.877514,0.240747,1.38101,-0.310039,0.496089,0.373701
u3976,-0.753749,-0.704302,0.355865,-0.313665,-0.722024,0.646818,0.0496051,0.244925
u3977,-1.54586,-0.558859,-0.0102621,0.0944694,0.0156789,0.419846,-0.0238954,0.0438282
u3978,-2.59526,-0.243983,-0.289195,0.576851,0.464053,0.117565,-0.117714,-0.789192
u3979,0.820696,-0.504993,-0.358765,-0.0142177,0.565602,0.388951,0.773915,-0.288555
u398,0.688154,-0.392071,-0.103183,-0.0885123,0.239789,-0.0537948,0.971457,-0.145775
u3980,1.27661,-0.247644,-0.440814,-0.21057,-0.796932,-0.250172,0.927706,-0.83292
u3981,-0.449218,-0.558878,0.28038,0.989038,-0.758399,0.00532716,0.378259,1.48726
u3982,0.893281,-0.802255,0.0434251,-0.0057807,-0.76323,-0.0442208,0.0704178,-0.0209224
u3983,-0.612942,-0.826521,0.512681,0.0945348,-0.271187,-0.638959,0.204656,-0.195167
u3984,-2.54896,0.326091,0.0581325,0.902646,-0.650389,0.486867,0.106264,0.280739
u3985,1.12996,0.522473,-0.415859,0.782797,-0.975111,0.0438351,0.553906,-0.659851
u3986,0.682688,-0.410518,-0.646431,-0.100281,0.715506,-0.647527,-0.190632,-0.394961
u3987,-0.714128,0.238725,-0.462722,-0.320772,-0.307882,1.66618,0.795528,1.21811
u3988,-0.81507,-0.434484,0.0674724,0.203306,-0.735201,-0.763823,-0.0699817,-0.144627
u3989,-0.935099,-0.186705,-0.282833,-0.0128016,0.486266,-0.137507,-0.0886329,0.714842
u399,-0.528763,-1.04118,0.0522718,0.131506,-0.268522,-0.11311,-0.171983,-0.49232
u3990,-0.163309,1.29191,-1.19821,3.70118,0.472105,-0.149439,0.387157,-0.480375
u3991,-0.00290674,-0.48965,0.460986,-0.965263,0.588758,-0.578753,-0.235646,-0.326901
u3992,1.5471,-0.249848,-0.240444,0.226099,-0.798627,0.181979,0.524813,0.6246
u3993,-1.41334,-0.0152888,-0.210172,0.17462,0.016332,-0.338244,-0.707518,0.292549
u3994,0.867734,-0.82423,0.464464,-0.564578,-0.137974,-0.0485233,0.0150267,-0.17112
u3995,0.479879,-0.171381,-0.445967,0.936836,1.07765,-1.43903,1.12779,0.180716
u3996,0.841545,1.41973,-1.22726,1.52923,-2.38704,-1.0309,-1.12219,-0.888769
u3997,0.174318,-0.856296,-0.057429,0.0765868,0.107708,0.655243,0.703586,0.0118611
u3998,-0.384916,-0.944834,0.263703,0.397757,-0.145194,0.0545305,-0.186677,-0.291095
u3999,0.0194865,0.00742462,-0.633781,0.173387,-0.0867642,1.11929,0.674422,0.697717
u4,1.52174,-0.358854,-0.719711,-0.525634,0.660365,0.0560015,-0.177448,0.151855
u40,-1.14472,-0.923588,0.189005,0.0260965,0.191188,0.0805091,0.194086,0.271364
u400,-0.0485038,-0.779716,-0.228776,0.440395,0.341958,-0.530834,0.250791,-0.225486
u4000,-0.982353,-0.747059,0.0618505,0.303132,0.388463,-0.0838523,-0.738397,0.295473
u4001,0.251545,-0.832674,0.198889,0.119441,0.96486,0.260253,0.163624,-0.00871219
u4002,0.278203,-0.557411,-0.404079,0.577039,-0.014157,0.00222278,-0.0189047,0.529792
u4003,-0.379073,-0.64786,-0.159422,-0.17478,0.526267,0.298725,-0.109229,-0.0105515
u4004,1.03044,-0.294569,1.3728,0.425747,1.22277,-0.0851302,0.952388,0.42981
u4005,1.10636,1.29316,-0.402186,-0.802903,2.28058,-0.89334,1.11923,-0.8755
u4006,-0.222116,0.329183,-0.851689,-0.0569805,0.0111062,-1.2721,0.596738,-0.0567335
u4007,0.462267,-1.05781,0.176014,0.285699,0.0791063,-0.442739,0.177715,0.4761
u4008,0.575393,0.608501,-1.68912,-0.540852,0.916028,-0.275592,-0.425866,-0.358559
u4009,0.531036,1.21961,-0.796795,-0.421263,-0.804985,-1.18259,-0.488358,-0.611739
u401,-0.947032,-0.544463,0.204355,-0.621431,-0.975868,-0.915699,0.0138568,-0.0434775
u4010,-1.40567,0.481864,0.840532,0.655114,-0.644888,0.871543,-1.00734,0.732121
u4011,0.227078,-0.882298,0.0573541,-0.255233,-0.0883247,-0.0182312,0.238238,-0.520136
u4012,0.434309,-0.906644,0.0445753,-0.259137,0.536733,0.0475902,0.163044,-0.356164
u4013,-0.125654,-0.72447,0.113547,-0.350001,0.851782,0.56629,0.0383923,-0.38055
u4014,-0.264733,-0.94251,0.180335,-0.04552,0.503244,-0.0802087,0.098217,-0.200525
u4015,-0.961459,-0.666572,0.0350728,-0.19388,0.254182,0.603085,-0.410309,0.0347776
u4016,0.177235,0.630584,-0.85421,-0.189757,-0.808239,0.218118,-0.648894,-0.217866
u4017,0.627499,-0.586841,-0.249168,-0.342965,-0.511992,-0.179436,0.0196853,0.748118
u4018,0.229056,0.079872,-1.09617,-0.226499,0.261122,-0.154753,-0.629453,0.148127
u4019,-0.268473,0.216318,-1.03112,-0.0920577,0.994782,-0.514822,-0.482024,-0.103578
u402,0.93593,-1.22241,0.357647,-0.406661,0.376609,-0.122208,-0.0873312,-0.371459
u4020,-0.908535,-0.707223,0.0509523,0.157169,-0.289048,-0.266357,-0.472202,0.542177
u4021,-1.98319,-0.0477674,-0.646858,0.0200543,-0.0539633,0.0656921,-0.216248,0.116704
u4022,0.462946,0.937971,-0.788521,-0.239354,0.11771,0.00922669,-0.860168,0.79861
u4023,2.14259,2.38507,2.59502,1.33642,1.87099,1.1033,-3.50224,-0.0841601
u4024,-2.7563,0.371873,0.862325,-1.21528,-0.894756,0.907783,0.630509,0.631702
u4025,0.823243,1.3685,-1.47718,-0.674341,-0.515553,-0.140675,-0.46108,1.29169
