Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized)
u4026,1.83143,2.21465,-1.75353,0.161575,2.30362,-0.202397,-3.24824,-3.54814
u4027,-0.272745,0.0688182,-0.184405,0.202714,0.182651,0.233179,-0.633659,-0.783677
u4028,0.519961,-0.975815,0.378754,0.184474,-0.139035,-0.0378081,0.257173,-0.0430467
u4029,1.00098,1.71837,3.57714,-1.40281,2.95136,3.04038,-0.167511,1.90057
u403,0.758385,0.631342,-1.47559,-1.07161,0.76082,1.17083,-0.738917,-0.336402
u4030,0.652115,-0.703813,0.440642,0.461036,-0.847639,0.250088,-0.493628,0.0675117
u4031,1.30384,-0.472026,-0.0783211,-0.405678,0.602686,-0.72105,0.0270043,-0.489972
u4032,-1.24084,-0.929386,0.140364,-0.167851,0.0378801,0.139381,-0.116337,-0.196812
u4033,-0.62512,-0.265014,-0.275224,0.251256,0.176433,0.402209,0.477241,-0.588771
u4034,0.00759572,-0.116168,0.150355,-0.044774,0.913875,-0.928041,0.716113,-0.289399
u4035,-1.20531,0.713346,-0.363129,0.00414702,0.871767,0.181403,1.00975,-1.8471
u4036,-0.058321,-0.427223,-0.511448,-0.183615,0.131416,0.587612,0.168445,-0.322899
u4037,0.96926,1.13916,1.70846,3.38275,0.66853,-0.192414,-1.95448,3.20057
u4038,-0.39776,-0.627678,-0.156714,-0.492857,-0.119909,0.343919,0.471152,-0.131249
u4039,0.700713,-1.0686,-0.0383261,-0.309694,0.345393,0.409735,0.286684,-0.147299
u404,-0.589928,-0.36275,0.683562,0.992269,0.0986876,0.0431517,-0.0165264,0.395777
u4040,-0.946027,-0.269564,-0.565353,0.255438,0.397061,0.358728,-0.114587,0.222154
u4041,-0.421414,0.720744,-0.369673,0.232619,1.10396,-1.40624,0.184089,0.538444
u4042,1.22804,3.46558,-0.499634,0.876287,0.789564,-0.224257,5.17859,-2.2339
u4043,0.584723,0.364482,1.07696,0.708245,2.03987,-0.0893492,-2.71717,-2.3045
u4044,0.094349,-0.44319,-0.0185277,0.446471,0.675481,0.89608,-0.329008,-0.342497
u4045,-1.65498,-0.432289,-0.00482314,0.425549,0.333712,0.246413,-0.392338,-0.276302
u4046,-0.649145,-0.174363,0.962905,-0.862976,0.152501,-0.58165,-1.19724,0.769971
u4047,-1.52306,-0.296006,0.0058255,0.100256,0.712378,0.134502,0.0692239,0.140028
u4048,-0.232325,-0.858964,0.182895,0.0258404,-0.625537,0.0541845,-0.0632178,0.201917
u4049,-1.0688,-0.174649,-0.342349,0.0251857,0.305263,-0.766115,-0.773773,0.0571061
u405,-0.488314,-0.165256,-0.746685,-0.564526,-0.0175985,0.378523,0.398834,-0.142903
u4050,-1.56548,0.953951,-1.23608,0.0464746,-0.133728,0.200963,-1.0346,-1.17098
u4051,0.251765,-0.0253646,-1.20219,0.556912,-0.137002,-0.623901,0.763917,-0.185569
u4052,-0.446702,0.122783,-0.0809071,-0.653536,0.888906,-0.831286,-0.632682,-0.270761
u4053,-0.128022,-0.775779,0.168977,0.0711354,0.704726,0.549464,0.420352,-0.929056
u4054,-2.44628,-0.359334,-0.166994,-0.0698095,-0.0194711,0.384132,0.0168347,-0.105943
u4055,0.608858,-0.686231,-0.144181,-0.256269,0.525135,-0.368834,-0.116437,-0.421345
u4056,-0.817247,-0.857686,-0.0300146,-0.408458,0.150468,-0.0311837,-0.280781,0.0414473
u4057,0.0514425,-1.09381,0.434058,0.419144,0.52517,0.0691155,0.141062,0.0963906
u4058,-0.160113,-0.680907,-0.215525,-0.917271,-0.182676,-0.366041,-0.799267,-0.480216
u4059,-2.33458,-0.26758,-0.213505,0.507454,0.216224,-0.162094,-0.132256,-0.162623
u406,-0.0904444,-0.478389,0.260428,-0.743066,0.915876,-0.263318,0.211773,0.0785614
u4060,0.760802,-0.566464,-0.360403,-0.0669301,0.982452,1.26371,0.307622,-0.713165
u4061,0.96502,-1.36939,0.602658,0.432865,-0.268958,-0.10165,0.579572,-0.316098
u4062,0.515571,-0.805008,0.19579,-0.411272,-0.439135,0.320768,-0.4233,0.000554818
u4063,-0.688382,-0.668862,-0.192636,-0.162168,0.50738,-0.0563487,-0.0689267,0.227392
u4064,-0.286587,-0.582968,-0.246798,-0.112679,0.0761355,0.557703,0.102492,-0.0765975
u4065,1.6477,-0.382916,-0.304781,-0.345128,0.309949,0.372366,0.477417,0.440274
u4066,1.37947,2.73959,-0.0733924,-3.73345,-3.62328,3.12722,1.02795,5.31856
u4067,-0.25407,-1.07243,0.171581,-0.0710477,-0.0374469,0.223506,-0.21811,-0.127982
u4068,0.210205,-0.132549,-0.632372,-0.176741,-0.216882,-0.422654,0.134296,-0.0641486
u4069,0.0121377,-0.310045,0.133967,-0.853594,-0.0843003,-0.610568,0.189548,-0.870151
u407,-1.71546,-0.106642,-0.334502,0.041506,0.17181,0.131101,-0.515449,0.135046
u4070,0.491593,-0.740329,0.408944,-1.20605,0.228318,1.04857,0.411168,0.520283
u4071,-0.180806,-0.986666,0.0629375,0.0863583,0.0331934,0.251245,-0.0676892,-0.173978
u4072,1.2121,1.62467,1.95677,4.05562,-1.27532,1.07932,-0.0256265,-1.10792
u4073,1.88405,-0.493741,-0.358755,-0.732953,-0.151143,0.210611,0.334911,-0.986418
u4074,1.73609,-0.109431,-1.14697,-0.633298,-1.62432,-1.73089,-0.662073,-2.36717
u4075,-1.56828,-0.114461,-0.114424,0.358462,-0.787085,0.0597961,-0.165411,0.786352
u4076,0.0275827,-0.605904,0.768731,0.212934,-0.594815,1.3005,-0.159743,0.343217
u4077,0.0589584,-1.12801,0.267879,-0.265886,-0.182796,0.256802,-0.208161,0.177718
u4078,0.543924,-0.690571,-0.273875,-0.275971,0.118387,-0.0146971,0.189621,-0.188874
u4079,0.383811,0.161257,-0.513121,-0.589554,-0.48112,0.219203,-0.649583,0.032159
u408,1.29857,0.519029,-1.18497,-3.68578,0.335913,-0.836391,-3.18241,-2.37893
u4080,1.7632,2.06633,0.101794,-0.139023,-1.56381,3.79009,0.658017,-0.248364
u4081,0.325554,-0.871992,-0.159246,-0.201687,0.580568,-0.00301712,-0.0642308,-0.209978
u4082,0.057936,2.68634,-0.021114,1.73559,-1.30007,-0.366249,-1.80258,1.08604
u4083,0.0413299,-0.438034,-0.536257,0.482432,0.347154,0.189514,0.247832,0.366361
u4084,0.112677,-0.593575,-0.398826,-0.633137,0.155491,0.40177,-0.10853,0.0880994
u4085,-0.388536,-0.659495,-0.203145,-0.0491366,0.161983,0.153393,0.815891,-0.0170324
u4086,0.884914,-0.995645,0.779828,0.294124,-1.40733,-1.54138,-1.19334,-1.78739
u4087,1.59121,-0.12513,-0.441022,-0.787424,0.274123,-0.217522,-1.20077,0.515306
u4088,-0.545658,0.0625266,-0.237957,-0.804833,-0.468851,-0.422702,0.173655,-0.572785
u4089,-0.150459,-0.874455,-0.101177,-0.373156,-0.0606902,0.688173,0.260925,-0.274813
u409,-0.581153,-1.02168,0.41216,-0.0785489,-0.305868,-0.246293,-0.710289,-0.729722
u4090,-0.187351,-0.0534348,-0.463353,-0.579121,0.0785779,-0.227053,-0.447239,-0.827197
u4091,-0.836931,-0.41948,-0.269278,0.0930912,0.0366256,-0.0781331,0.621394,0.124121
u4092,-0.684167,0.551615,1.982,-0.684677,1.47224,-1.70295,1.99822,0.275295
u4093,-0.538675,-0.427696,-0.353435,0.176047,0.223521,0.120793,0.235282,1.37289
u4094,-0.606223,0.118376,-0.545081,0.425695,1.2004,-0.92433,0.92663,0.41669
u4095,-0.101988,-0.044911,-0.605666,-0.218712,0.109857,0.507527,-0.0998462,0.713494
u4096,-0.241164,-0.62318,-0.442795,-0.445835,-0.380883,0.0515781,0.0308677,-0.148695
u4097,0.137857,-0.470674,-0.315334,-0.282382,-0.332064,-0.114044,-0.165904,0.637213
u4098,-0.814775,-0.747511,-0.0359764,-0.297765,0.0252788,-0.433676,-0.354563,0.196761
u4099,-0.282253,-0.493212,0.121172,0.436641,-0.494178,-0.604585,0.556663,0.292641
u41,-0.190722,-0.716941,0.101748,-0.00343852,-0.339742,0.516803,0.354344,-0.257179
u410,0.667156,-0.451357,-0.545766,0.393997,0.425489,-0.914758,-0.0747198,-0.770279
u4100,0.571483,-1.03846,0.275148,0.0358289,0.706446,0.514714,-0.102551,-0.13098
u4101,-0.745877,-0.815731,0.0931363,0.329801,0.893851,0.24016,0.0479301,-0.119475
u4102,-2.32358,0.238792,-0.0737804,0.257015,0.901965,0.12851,0.382696,0.188573
u4103,0.219043,-0.60851,-0.0582079,0.120203,-0.0278866,0.120816,0.454601,-0.414225
u4104,1.11134,1.09959,-2.33448,-0.744925,-0.286126,0.441209,-0.410419,-0.68932
u4105,0.553591,-1.19395,0.375109,0.0451632,0.331148,0.197798,0.0163231,0.228814
u4106,0.317379,-0.940963,-0.152166,-0.36848,-0.098047,0.0678623,0.37116,-0.0543895
u4107,-0.618797,0.762095,-0.893746,0.281556,0.00470083,1.01931,0.500694,1.30919
u4108,-0.0714823,0.808461,-1.32393,0.132783,-0.28651,0.292637,0.36834,0.053042
u4109,-0.128559,0.404407,-1.09469,0.170805,-0.0271951,-0.872921,0.0506581,-0.712006
u411,0.940623,2.36383,-3.22614,-0.130119,0.596639,0.470852,-2.06822,1.33238
u4110,-0.279638,-0.421052,-0.0227795,0.0338207,0.49864,-0.744617,-0.742283,0.0251704
u4111,2.96466,-0.450087,2.4481,-0.467268,-0.230704,-1.53064,-0.704641,4.52084
u4112,-1.53188,-0.626429,0.0573353,0.097656,-0.0199731,-0.124862,-0.175867,0.197937
u4113,-0.0627429,-0.66911,-0.311462,-0.551658,0.270816,0.219306,-0.106109,0.155238
u4114,-0.0418155,-0.625175,-0.348189,0.257015,0.25652,0.374577,0.178913,0.126935
u4115,-0.340981,2.62152,4.36288,-1.97497,-4.45565,0.143582,-1.23159,-3.06933
u4116,1.43388,0.387624,1.51677,-1.19517,4.84964,-0.0881447,2.01107,1.2922
u4117,0.843825,1.71275,-1.4549,1.50867,-1.16073,1.09248,0.0500973,1.39527
u4118,2.07919,2.90336,-0.447283,3.24268,4.3826,1.45576,-3.71459,4.00853
u4119,-0.105231,-0.484132,-0.455339,0.0802559,0.45119,0.141021,0.244356,0.543271
u412,-1.37253,-0.788446,0.107923,-0.0249887,0.189388,0.160929,-0.335529,-0.218281
u4120,-1.3123,-0.654437,-0.0367795,0.0861678,0.21587,0.17528,-0.256256,0.0117145
u4121,0.0230997,-0.751988,0.474614,0.460494,-0.558453,-0.167275,0.244422,0.508732
u4122,-1.38469,-0.268572,0.0380598,-0.130884,0.630068,-0.404734,-0.0741517,-0.106976
u4123,-0.100299,-0.99448,0.260872,0.215143,0.320388,0.254012,0.408474,-0.863666
u4124,0.276328,-0.28261,-0.577091,-0.0943174,0.392932,-0.851722,-0.64098,-0.478132
u4125,-0.905461,-0.817362,0.598347,-0.174444,0.106693,-0.0178171,0.0954537,0.601355
u4126,0.640478,-1.28554,0.409809,0.337192,-0.187634,-0.550899,-0.529806,-0.815999
u4127,0.691866,-1.27394,0.0488937,-0.52616,-0.816677,-0.486881,0.304089,0.098492
u4128,0.0629358,-0.934484,0.188681,-0.429303,0.430808,0.0141999,0.376128,-0.201663
u4129,-1.54635,-0.769953,-0.123621,0.220612,-0.0278571,-0.063324,-0.00400735,-0.0798834
u413,-0.528947,0.215524,0.158754,0.536685,-0.870748,0.0511672,-0.793625,0.603377
u4130,-1.0489,0.569776,-1.16054,-0.55954,0.448133,0.0839776,-0.00664275,0.0457818
u4131,-0.578263,-0.213917,-0.448518,0.241723,-0.181487,0.318467,0.0116047,0.10378
u4132,0.379271,-1.09078,0.445934,-0.540747,-0.259827,-0.105541,-0.111793,-0.822997
u4133,1.26385,-0.656967,-0.0998899,0.266707,0.305512,-0.379951,1.26566,0.324127
u4134,-0.151812,-0.114616,-0.879868,-0.313171,0.161743,0.619949,0.167172,0.0987382
u4135,-0.0848396,-0.935794,-0.0841619,-0.120395,0.46308,0.0507424,0.132732,0.0807497
u4136,-1.07473,-0.789015,-0.157568,-0.0129672,0.10802,-0.0325623,-0.206504,-0.239013
u4137,-0.418328,-0.886832,0.0864949,-0.0747931,0.247766,-0.119308,-0.44165,-0.662824
u4138,-0.179273,-0.876398,-0.0109681,0.357746,0.774871,0.26537,-0.277789,0.378827
u4139,-1.14156,-0.256429,-0.494614,-0.118671,0.390509,0.454484,-0.180879,-0.183739
u414,0.778687,-0.44193,-0.814247,-0.851744,-0.658775,0.100282,-0.126248,-0.829092
u4140,-1.4602,1.2604,0.532929,-0.240246,0.578336,-1.98521,0.407468,-0.144102
u4141,-0.48334,4.15171,1.65878,-1.98946,1.57014,-0.821153,0.747536,-1.17921
u4142,1.72467,0.394714,0.565481,-0.670617,-3.32463,2.2286,0.127376,6.77797
u4143,-0.299015,0.116979,0.00292444,-0.868063,-0.0794118,1.51305,0.984794,-1.35827
u4144,0.0505607,0.029635,-0.38611,-0.177557,-0.431281,-0.279677,-0.354463,-0.089345
u4145,0.552537,-0.218904,-0.0341592,-0.942774,1.38459,0.225659,0.391899,0.870668
u4146,-2.19159,0.124313,0.248269,0.663242,-0.803936,0.532972,0.457141,0.860297
u4147,-0.302756,-0.808907,0.14604,-0.0988908,-0.259792,0.812856,0.263035,-0.000367727
u4148,0.470897,-0.908939,-0.183062,-0.222475,-0.350593,0.129072,-0.0048595,-0.780484
u4149,0.640086,0.660785,0.721347,-1.19441,-0.0147978,-1.17098,-0.950761,1.31728
u415,0.170707,0.234941,-0.0845509,0.0259399,0.144441,1.49128,-0.378095,-1.08851
u4150,-0.109791,-1.1057,-0.0219936,0.359215,-0.102636,-0.15148,0.245313,-0.25315
u4151,-0.92531,0.394018,-0.832433,0.111516,1.62119,-0.184022,-0.337788,-0.748658
u4152,-0.268938,-0.564731,-0.189935,-0.385575,-0.0921667,0.296204,-0.163158,0.443865
u4153,-0.301196,2.86509,0.204518,3.4485,-1.42876,1.28597,-3.8671,-0.638467
u4154,0.4676,2.67022,0.899915,1.79954,0.436755,2.00898,-2.13276,-4.92748
u4155,-1.11228,-0.0193752,-0.299339,0.184449,0.107017,-0.0130631,0.417082,0.788468
u4156,-0.581145,-0.333053,-0.281939,0.222452,-0.0236753,0.0840684,0.140272,-0.0649294
u4157,0.90017,-0.729914,0.636342,1.10225,1.94415,-0.449343,-0.0796846,1.71987
u4158,1.07274,-0.00420106,0.570064,0.105377,-0.586675,2.16035,1.64477,1.82297
u4159,0.498396,-0.625716,-0.415925,-0.371399,0.285482,0.672306,-0.0529984,-0.194197
u416,-0.00418586,-0.295355,-0.66963,-0.0807262,0.420131,0.397889,0.349627,0.307019
u4160,-0.0380024,-0.439926,-0.267593,0.569346,-0.772513,0.47312,0.226733,-0.0722268
u4161,-0.341811,-0.620407,-0.384369,-0.689974,0.241219,-0.223255,-0.307505,0.115951
u4162,1.19809,-1.35632,0.397326,-0.185701,0.425246,0.444983,-0.16383,-0.625377
u4163,-1.23664,-0.697419,-0.0629172,0.254804,-0.168555,0.191835,0.299275,-0.308356
u4164,-0.241606,-0.197135,0.0151959,2.31892,1.66788,-0.249292,0.169369,0.454363
u4165,-0.249017,-0.692412,-0.0116415,-0.144964,0.445742,0.0484113,-0.264396,-0.0992546
u4166,0.567606,-0.520239,-0.457493,-0.260457,0.390474,0.128461,0.602943,-0.169144
u4167,-0.92375,-0.823842,-0.0314962,-0.0241585,0.0435164,0.109846,0.230285,-0.387322
u4168,-0.239066,0.116603,1.24916,-0.603789,-0.0672141,0.419235,-0.55901,1.367
u4169,0.435958,-0.186347,0.504681,0.548318,-0.726149,-0.274779,0.503372,0.513282
u417,0.0754132,1.58453,1.25106,1.98103,0.158323,0.995077,-0.954286,-1.11851
u4170,1.12576,-0.834828,0.418768,0.0801523,-1.06032,-0.0159414,-0.217145,0.0432171
u4171,1.08775,-1.1792,0.387684,-0.331608,-0.296403,-0.717162,-0.0844099,0.0511699
u4172,0.0908664,-0.560589,-0.484489,-0.406252,0.342408,0.373569,-0.290452,0.172656
u4173,0.543877,0.548064,1.39132,-1.08458,-0.111633,1.91183,0.510972,-0.0875532
u4174,0.693042,-0.997247,-0.150421,0.410247,0.272483,-0.39801,-0.149976,0.601745
u4175,-0.611696,-1.02529,0.640356,-0.0412765,-0.248979,0.18901,0.291613,-0.779687
u4176,1.80111,-1.19778,-0.0456934,-0.42551,0.718031,-0.418212,-0.515561,-0.13964
u4177,0.697668,0.611434,0.985845,1.76876,-1.67034,1.06832,0.505915,0.838919
u4178,0.169208,-0.378958,-0.0297645,-0.242809,-0.59009,-0.882571,-0.471446,-0.0612202
u4179,1.10553,-0.329244,-0.23667,-0.208474,-0.300704,0.547839,-0.539292,1.17173
u418,1.45773,-0.167616,0.698623,1.63134,-1.42544,0.860609,1.23793,-0.284014
u4180,1.19658,-0.883058,0.779415,-0.648544,0.317872,0.529229,-0.261998,0.411409
u4181,-0.149752,-0.962259,-0.0349119,0.248476,0.0219427,-0.515813,-0.146798,-0.594879
u4182,-0.398061,0.552675,-1.54604,0.632945,-0.282052,0.00133303,0.50479,0.964477
u4183,-0.590494,-0.932866,0.284943,0.114798,-0.251195,-0.498796,0.259846,-0.556884
u4184,-1.65976,-0.181146,-0.287335,0.00613508,0.0995778,-0.0911827,-0.452941,0.584006
u4185,0.449092,-0.661833,-0.323908,0.183899,0.713862,-0.392997,0.280233,0.107962
u4186,-0.0989341,2.28308,4.79442,-4.24499,3.07962,1.70103,-0.861169,2.89089
u4187,-0.72211,-0.207205,-0.484457,-0.372693,0.102035,0.339793,-0.562836,0.0742494
u4188,-0.022482,-0.751309,-0.310282,0.50978,-0.0279477,-0.179399,0.104039,-0.286271
u4189,-0.799805,-0.291337,-0.555013,-0.145311,0.29559,0.565641,-0.18666,-0.203072
u419,1.32658,1.62156,3.1745,-0.607656,-0.613335,6.80581,5.1595,6.79611
u4190,0.513357,0.244162,0.307991,1.95146,2.71715,0.15965,-0.33363,-1.30147
u4191,0.798191,-1.138,0.276186,-0.652853,-0.253825,-0.367162,-0.540985,0.164933
u4192,-0.634529,-0.735085,0.00323459,0.137612,0.154418,0.447733,-0.222483,-0.847236
u4193,-0.165595,-0.279373,-0.55407,-0.0185347,0.526579,0.600604,-0.371114,-0.578019
u4194,-0.482776,-0.430724,-0.335542,0.254332,-0.0620048,0.576715,0.365436,-0.122967
u4195,2.22566,0.929899,-0.500428,-2.24881,1.33596,-0.627626,2.27475,0.827977
u4196,-0.586545,-0.22143,-0.402677,0.146357,-0.0917625,0.114367,0.800629,-0.365448
u4197,-0.20873,-0.325524,-0.299027,0.0559715,0.845958,-1.0025,0.0329701,0.436097
u4198,-2.71801,0.891339,-0.793623,0.554068,-0.140915,1.19367,0.223187,-0.130491
u4199,-0.463914,0.955892,-1.65257,-0.360624,0.898224,0.208838,-0.911952,-0.610872
u42,-0.439257,-0.810036,0.0334605,-0.0597885,0.0738177,-0.343164,0.214705,0.367111
u420,0.142923,-0.226543,-0.49322,-0.727435,-0.0323866,0.880711,-0.209721,0.275483
u4200,1.87101,-1.11625,0.566516,0.340244,-0.175694,-0.0993979,-0.0086036,0.8831
u4201,-0.294719,-0.313216,-0.269631,-0.55703,0.481361,1.28407,-0.805258,-0.00784838
u4202,0.368254,-0.457912,-0.613423,-0.16083,0.0348117,0.620324,0.275147,0.0617673
u4203,-0.567218,-0.761342,-0.0613517,-0.400118,-0.0610166,0.764655,0.172892,-0.308952
u4204,-0.334523,0.676131,0.273937,-0.231694,-0.840987,-1.04491,-1.13223,-0.329441
u4205,0.847156,-1.17651,0.205617,0.0792105,0.951236,-0.34454,-0.0154646,0.343824
u4206,0.605201,0.954925,-1.94288,-0.219933,0.873633,0.509157,-0.306701,0.105346
u4207,0.686039,-1.03087,0.17098,-0.166275,0.140483,-0.000547263,0.183714,-0.597197
u4208,1.2544,-0.765185,-0.464499,-0.483404,0.131748,0.52397,0.445986,0.274795
u4209,0.408886,-0.745174,-0.123104,-0.125992,0.592441,0.584934,0.382581,-0.421806
u421,1.44976,-0.156927,-0.636,-0.00439865,0.94726,-0.992579,0.699461,0.902689
u4210,1.13099,1.24511,1.6985,2.00951,-0.15536,-1.76794,0.573602,1.23927
u4211,-0.595463,0.203468,-0.670626,0.000717055,0.590866,-1.25237,-0.460969,0.206948
u4212,0.624736,-1.37928,0.177999,-0.0565021,-0.0710583,0.327204,0.460766,-0.225342
u4213,0.0749298,0.245851,-0.518656,-0.34654,0.516425,-0.332357,0.397064,0.105312
u4214,0.766732,-0.674827,0.364744,0.63443,0.914451,-0.618354,0.616606,0.026335
u4215,2.84743,0.727649,-1.00461,0.292784,2.86744,-1.39808,-0.149157,0.949623
u4216,-0.568244,-0.830353,-0.031748,-0.384838,-0.056288,0.11579,-0.452942,-0.0388919
u4217,-0.96674,0.0566059,0.988478,3.10421,-1.14528,-0.730481,1.79723,0.708603
u4218,-1.46647,-0.490977,0.199443,-0.220476,0.582031,0.446322,-0.313886,0.345732
u4219,-1.57792,-0.722165,0.499456,0.275456,0.191522,0.196569,0.0362044,-0.0703692
u422,-0.367449,-0.0284889,-0.91065,-0.182125,0.263756,0.332866,-0.338015,0.341467
u4220,1.18251,-1.21311,0.475013,0.1568,0.222315,0.543835,0.00391371,-0.924048
u4221,0.619877,-0.494256,-0.138269,1.14386,0.821012,-0.248777,-0.183121,1.48855
u4222,-0.319136,-0.6996,-0.397494,-0.507949,-0.152563,0.00599628,0.105279,0.209312
u4223,0.0977324,-0.686465,0.0827779,1.08586,0.915775,-0.949184,0.0297587,-0.145149
u4224,0.280472,1.26792,0.889773,-0.161275,4.85007,-0.53333,-0.568832,-0.986595
u4225,-0.60574,-1.03007,0.152623,-0.161214,-0.507023,-0.409728,0.249064,0.162133
u4226,0.266925,-0.722841,0.216053,-0.20676,-0.724884,-0.158501,-0.443895,0.124427
u4227,-1.9696,-0.360698,0.257928,-0.101763,0.0964414,0.502748,0.0948152,0.394193
u4228,-0.0582649,-0.96867,0.0708106,-0.237989,0.181813,0.348395,0.385436,-0.0662917
u4229,0.723915,0.165064,-1.47427,-0.448951,0.546556,-0.176229,-0.333534,-0.186425
u423,-0.643763,2.49097,0.159098,-1.23542,0.841579,-2.18465,2.94032,-0.464617
u4230,-0.851431,-0.775414,0.0359489,-0.0190005,0.501244,0.431371,0.0596497,-0.192685
u4231,0.167363,-1.00345,0.371285,-0.104731,0.195179,0.132797,-0.148843,-0.223901
u4232,-0.513152,-0.468426,-0.245732,-0.0387498,-0.0446742,-0.111399,-0.174287,-0.0121142
u4233,-0.0801906,0.69384,-1.38572,0.088111,-0.372828,-0.519112,0.273715,0.517701
u4234,-0.534552,-0.427418,-0.295048,-0.353729,-0.111195,0.85606,-0.163347,-1.11035
u4235,1.07107,-0.324499,-0.592446,0.101533,-0.607793,1.21354,0.901082,-0.463757
u4236,-1.62691,1.59614,1.90198,2.25545,-1.03081,-1.72474,-1.45131,-0.223387
u4237,1.16427,-1.01894,0.699554,0.150718,1.64177,-0.0809837,-1.53279,0.0131603
u4238,-0.922927,-0.575251,-0.164419,0.212163,0.6529,0.0997528,-0.0364441,0.106448
u4239,1.38704,-0.519858,2.10022,-0.911283,0.354675,0.18304,-0.854523,0.397327
u424,0.88896,-0.0497803,-1.13194,-0.615989,0.182919,0.555127,0.349062,0.24998
u4240,0.562794,1.73038,-0.603721,0.724495,0.0919198,0.27344,0.624618,-1.17959
u4241,1.19914,-1.28508,0.316628,0.476596,0.449216,-0.153621,-0.583295,-0.43623
u4242,-0.410662,0.0335816,-0.908388,0.797354,0.244066,0.47079,1.3954,-0.105847
u4243,2.055,-0.233914,0.878713,0.216028,-2.32618,-1.68694,-0.937623,1.03961
u4244,0.214836,0.869701,-1.39991,-0.0960672,0.28054,1.23975,0.0489239,0.43316
u4245,1.00962,1.56515,0.397349,1.2384,-0.787328,2.04564,-0.375571,0.892564
u4246,-0.499997,-0.732296,0.14612,-0.473507,0.292195,0.152447,0.0972623,-0.0980135
u4247,-0.361666,-0.793872,-0.0275963,-0.44206,-0.0413233,-0.115558,0.367949,-0.181081
u4248,0.240518,-0.491226,-0.171849,-0.0525123,-0.147385,0.332349,-0.248371,-0.0096508
u4249,-1.3257,-0.814081,0.226945,0.140823,-0.00226176,0.02993,-0.205066,0.377595
u425,0.607572,0.251626,-1.50762,0.0232949,0.683775,-0.19781,-0.30863,1.0516
u4250,-0.145445,-0.932376,0.14671,-0.216234,0.440578,0.328249,0.0463398,-0.762564
u4251,0.322436,0.526587,-0.0685635,-0.931377,-0.653096,0.953259,1.74687,0.0795139
u4252,0.421321,-0.154647,-1.0138,-0.067677,0.349581,0.135095,-0.278671,-0.324743
u4253,-0.136133,-0.787168,-0.365574,0.505552,0.0814023,-0.552235,0.163725,-0.224177
u4254,-1.63058,0.137723,-0.562406,-0.130358,0.286491,-0.458428,0.133248,0.319279
u4255,-0.533456,-0.520199,-0.365761,0.522439,-0.0761082,-0.391953,0.456238,-0.226305
u4256,-0.0301859,-0.0555782,-0.851361,-0.0506368,0.692064,0.057497,-0.56707,-0.678704
u4257,0.167852,-0.633111,-0.323899,0.234597,0.329347,-0.12151,0.0976898,-0.355636
u4258,-0.230444,-0.173366,0.103375,-0.0797364,-0.0579222,-0.983714,-0.310493,-0.0942249
u4259,-1.09279,-0.328236,0.818006,-1.31735,-0.881691,-0.418382,-2.12707,1.16449
u426,1.11869,1.25445,-1.84649,-0.338344,0.96384,-0.675629,0.58229,0.210008
u4260,1.25498,0.99382,0.445262,0.676785,-1.53551,1.35234,0.625491,-1.12666
u4261,0.820131,-1.14237,0.200933,0.630895,0.0172904,-0.507572,-0.278448,-0.481228
u4262,-0.616235,0.246101,-0.662073,0.139176,-1.37888,0.867768,-0.19133,-1.55702
u4263,1.45337,-0.505998,-0.657146,-0.105694,0.163467,-0.214631,-0.619777,-0.645828
u4264,1.20196,-0.918417,-0.367608,-0.186755,0.349434,0.0150382,0.0305352,-0.542549
u4265,1.17689,0.842159,-1.35604,-0.34535,0.0150019,0.403196,-1.19529,0.933512
u4266,-0.996132,0.808374,-0.55991,-1.39314,0.635388,-0.850258,-0.902077,0.134027
u4267,0.758855,-0.251056,0.487184,1.34395,-1.39223,0.268667,0.706453,0.847118
u4268,1.24392,0.556746,0.492996,1.68364,-2.23421,-0.300233,0.868423,2.40322
u4269,0.79717,-0.874803,0.0784021,0.0380911,-0.497424,-0.300511,0.37057,-1.10763
u427,1.16179,-0.611607,-0.542022,-0.494765,0.358995,0.0249502,0.309313,0.278679
u4270,0.842111,-0.559848,1.40474,1.5647,0.591346,-1.75846,0.0663949,1.10447
